Word,1st Year,Nth Year, Avg Year,Frequency,Standard Dev.
pearl,1998,1999,1998,20,0.9486832980505138
that,1982,2014,1998,777,8.94829995429702
chasin,2011,2011,2011,21,0.0
beatch,2002,2003,2002,22,0.7687061147858074
than,1986,2014,2001,292,8.3764183014964
5o,2011,2012,2011,16,0.5590169943749475
showin,2013,2014,2013,22,0.674199862463242
memories,1997,2005,2000,34,3.834824944236852
buyin,2011,2011,2011,21,0.0
5s,2013,2014,2013,22,0.674199862463242
model,2013,2014,2013,22,0.674199862463242
cries,1997,1997,1997,7,0.0
humble,2014,2014,2014,10,0.0
brick,1987,1987,1987,14,0.0
seein,2000,2011,2004,64,4.852512235945418
about,1983,2013,2000,243,8.067360443586798
greys,2013,2014,2013,22,0.674199862463242
sun,1983,2014,2000,101,10.711796033225509
complete,1998,1999,1998,20,0.9486832980505138
suv,2002,2003,2002,17,0.9074852129730301
above,2000,2000,2000,29,0.0
65,1982,1982,1982,14,0.0
feed,2011,2011,2011,21,0.0
feel,1983,2014,2000,334,7.749058277727479
48,1985,1985,1985,10,0.0
girls,1983,2014,1998,79,10.671148847313441
45,2004,2004,2004,18,0.0
feet,1983,2014,1998,59,12.206555615733702
promise,1997,2003,2001,29,2.4424408368227284
sellin,1995,1995,1995,11,0.0
sauce,1999,2014,2007,18,7.291547618075786
westside,2002,2003,2002,22,0.7687061147858074
blink,2004,2004,2004,18,0.0
grow,1992,2014,1998,40,8.879752248796134
whoever,2014,2014,2014,10,0.0
3p,2009,2010,2009,17,0.6416889479197478
claim,1995,1995,1995,11,0.0
tight,1989,2000,1993,19,5.14525842018905
blind,1982,2003,1994,36,10.062305898749054
50,2003,2003,2003,22,0.0
bring,1985,2012,1998,155,6.998156439262208
razors,2009,2009,2009,1,0.0
glamour,2000,2000,2000,29,0.0
wellahellahella,1983,1983,1983,13,0.0
ancient,1991,1991,1991,14,0.0
false,2000,2000,2000,29,0.0
ebonics,2000,2000,2000,29,0.0
choose,1991,2004,1997,36,6.231639698613306
wine,2007,2007,2007,3,0.0
wind,1989,1989,1989,14,0.0
others,1987,2010,1992,46,4.984759381049051
wink,2010,2010,2010,9,0.0
mortgage,2002,2003,2002,17,0.9074852129730301
soldier,1985,2003,1994,46,7.786554744083464
shrink,2000,2014,2000,30,2.556038601690775
language,2011,2011,2011,21,0.0
tap,1993,1994,1993,11,0.5222329678670935
fushcamp,1993,1994,1993,11,0.5222329678670935
tan,2003,2003,2003,6,0.0
sweeper,2000,2000,2000,29,0.0
dedicate,2003,2003,2003,6,0.0
title,1993,1994,1993,11,0.5222329678670935
seems,1983,2013,1994,58,11.806631684106096
accurate,1985,1985,1985,10,0.0
knees,1985,1985,1985,8,0.0
99,1995,2004,2000,29,4.406108612307268
want,1982,2014,1999,411,9.664694823638419
slidin,2003,2003,2003,6,0.0
steak,1999,2000,1999,8,0.6123724356957945
steal,1988,2007,1991,17,7.251774630676111
panelin,2009,2009,2009,1,0.0
edge,1984,2012,1996,29,11.694384151790771
heaven,1989,2011,2000,28,9.40364670904705
93,1995,1995,1995,11,0.0
harbors,1998,1998,1998,5,0.0
remi,2000,2000,2000,29,0.0
trippy,2013,2014,2013,22,0.674199862463242
weekends,1989,1990,1989,16,0.3535533905932738
mecca,1993,1994,1993,11,0.5222329678670935
groovin,1987,1987,1987,1,0.0
donald,2000,2000,2000,29,0.0
brand,1993,1995,1994,52,0.6354889093022426
waitress,2012,2014,2013,30,0.7745966692414834
steam,1983,1983,1983,13,0.0
goose,2007,2007,2007,17,0.0
wish,1986,2011,1998,124,7.6104766499024015
wise,2004,2004,2004,18,0.0
methodical,2009,2009,2009,1,0.0
eightysomethin,2002,2003,2002,17,0.9074852129730301
anyway,2012,2013,2012,16,0.9682458365518543
explorer,1993,1994,1993,11,0.5222329678670935
bold,1992,2011,2001,42,9.12218645469855
turned,1983,2012,1994,25,14.219704638282751
died,2002,2012,2007,47,3.8948957323601676
compromise,1995,1995,1995,18,0.0
halfway,2003,2004,2003,10,0.31622776601683794
murder,2009,2009,2009,1,0.0
hooker,1993,1994,1993,11,0.5222329678670935
wire,1984,1985,1984,13,0.2773500981126146
surpasses,1998,1999,1998,20,0.9486832980505138
tellin,1995,1995,1995,18,0.0
chitown,2000,2000,2000,29,0.0
class,1983,2012,1991,32,11.905880899790658
sense,1991,2009,2004,22,8.01702733391419
winning,2014,2014,2014,18,0.0
window,1987,2012,1997,25,12.319090875547595
bulls,2000,2000,2000,29,0.0
wave,2013,2014,2013,23,0.6915640748081247
beating,1987,1987,1987,14,0.0
rest,1989,2009,1994,18,7.401201103724839
friend,1989,2011,1993,56,3.3487737627802976
stop,1982,2012,1999,152,9.239503290363155
voice,1985,2012,1998,45,10.272941805214966
wars,2002,2003,2002,17,0.9074852129730301
pretty,1982,2006,1998,62,7.857603673122676
bond,2003,2003,2003,22,0.0
dice,1984,1986,1985,14,1.0
during,2002,2003,2002,22,0.7687061147858074
rule,1991,1992,1991,18,0.816496580927726
triple,2009,2010,2009,17,0.6416889479197478
bone,1989,2012,1995,44,8.049562382232624
dick,1999,2012,2005,16,6.359048670988452
rhythm,1991,1992,1991,18,0.816496580927726
mean,2000,2014,2006,60,6.0676739090582865
percolate,1991,1992,1991,18,0.816496580927726
with,1982,2014,1999,659,9.354995095250983
dealt,1986,1986,1986,9,0.0
desire,1990,1994,1990,20,1.7888543819998317
matter,1985,2014,2002,137,8.814801751996882
rules,1984,2000,1995,58,5.301268553456056
entertainin,2000,2000,2000,29,0.0
ruler,2011,2011,2011,21,0.0
book,1987,1987,1987,1,0.0
boom,1993,1994,1993,11,0.5222329678670935
segregation,2011,2011,2011,21,0.0
bright,1995,1995,1995,18,0.0
party,1987,2012,1998,96,9.694822501383578
ironic,2000,2000,2000,29,0.0
moduckkwong,1993,1994,1993,11,0.5222329678670935
onyx,2000,2000,2000,29,0.0
hungry,1998,1998,1998,5,0.0
these,1985,2014,2000,160,9.777205633513084
else,1982,2014,2005,33,9.56160250294073
billy,2000,2000,2000,29,0.0
biz,1995,1995,1995,11,0.0
jailbait,1984,1984,1984,6,0.0
bit,1983,2014,1999,56,11.305813927861566
urge,1996,1996,1996,9,0.0
gwaan,2006,2006,2006,18,0.0
bitter,2007,2007,2007,3,0.0
pills,2010,2010,2010,9,0.0
sick,2010,2014,2012,31,1.684847078348464
each,1987,2014,1998,50,9.241212041718338
big,1993,2014,2004,86,7.793109657866677
smokes,1987,1987,1987,11,0.0
bills,1995,2010,2001,20,7.5
snuck,2011,2012,2011,16,0.5590169943749475
mistakes,1986,2003,1998,31,7.716760142493364
knowledge,1996,1996,1996,9,0.0
mayhem,1991,1991,1991,14,0.0
training,2014,2014,2014,1,0.0
grind,1995,2011,2005,32,7.615773105863909
side,1994,2014,2004,162,7.796802130155037
ninety,1989,1990,1989,16,0.3535533905932738
tell,1984,2014,1999,322,8.668497975016038
stir,2006,2006,2006,18,0.0
keys,2000,2007,2001,46,2.8013971669430453
choices,2014,2014,2014,1,0.0
morning,1984,2012,2001,60,8.61974477580398
burning,1983,1983,1983,15,0.0
kush,2007,2012,2008,25,2.4083189157584592
nonveterans,1985,1985,1985,10,0.0
tyme,2014,2014,2014,1,0.0
ahhh,1993,2011,1994,12,4.9749371855331
shooting,1985,1996,1990,19,5.496410311811653
physical,1991,1992,1991,18,0.816496580927726
drinking,2011,2014,2012,38,1.2875926129184283
outfielder,2011,2011,2011,21,0.0
has,1990,2009,1999,58,7.256388386366396
hat,1993,1994,1993,11,0.5222329678670935
spritzer,2011,2011,2011,21,0.0
wanting,1986,2004,1999,13,7.211102550927978
overthrow,1984,1985,1984,8,0.3535533905932738
perspective,2014,2014,2014,10,0.0
fireplace,2009,2009,2009,1,0.0
yayo,1995,1995,1995,11,0.0
friday,1983,1983,1983,13,0.0
had,1984,2014,1997,185,9.708731094198637
synchronized,2011,2011,2011,21,0.0
crack,1996,1996,1996,9,0.0
colors,1984,1993,1991,26,3.508232077228117
scared,2007,2012,2010,13,2.2702083943651856
plottin,2006,2006,2006,18,0.0
georgia,1988,1988,1988,12,0.0
escaping,2009,2009,2009,1,0.0
hopin,2005,2005,2005,14,0.0
sign,1998,2014,2005,79,6.100425384628331
seventy,2002,2003,2002,17,0.9074852129730301
mailman,1995,1995,1995,11,0.0
measure,2006,2006,2006,18,0.0
goodbyes,2012,2012,2012,14,0.0
balla,1993,1994,1993,11,0.5222329678670935
bankhead,2012,2012,2012,8,0.0
mommas,1999,2000,1999,8,0.6123724356957945
twins,2000,2000,2000,29,0.0
claire,1995,1995,1995,11,0.0
balls,2006,2006,2006,18,0.0
pat,2011,2011,2011,21,0.0
name,1984,2014,1999,153,8.87237027227595
pay,1984,2009,1998,50,5.359104402789705
tonight,1982,2014,1995,146,8.305386929866334
music,1983,2000,1994,53,7.037634679833307
pad,1995,1995,1995,11,0.0
messed,2012,2012,2012,8,0.0
tracks,1991,1991,1991,6,0.0
pap,1995,1995,1995,11,0.0
neither,1983,1983,1983,13,0.0
bop,2008,2008,2008,16,0.0
never,1982,2014,1997,432,9.221929379554014
speilberg,1993,1994,1993,11,0.5222329678670935
boo,2000,2000,2000,29,0.0
there,1982,2014,1997,280,8.156504853708567
bow,2014,2014,2014,1,0.0
boy,1987,2014,1998,164,8.073972033035778
eternal,1991,1991,1991,14,0.0
strangers,2012,2013,2012,16,0.9682458365518543
somehow,1982,1982,1982,14,0.0
pha,2004,2005,2004,38,0.8885233166386386
camron,2003,2003,2003,6,0.0
hey,1982,2012,1999,241,9.223144260039186
hes,1999,2014,2008,17,7.058578427117227
her,1983,2012,2000,173,10.2336857338606
backyard,2002,2003,2002,17,0.9074852129730301
everyone,1998,1998,1998,5,0.0
seventysomethin,2002,2003,2002,17,0.9074852129730301
smile,1982,2007,1997,55,7.880932109153771
bag,1995,2003,2000,33,3.60134654951408
hopes,2007,2007,2007,3,0.0
bad,1982,2013,2005,67,12.004974093477863
secretly,1987,2010,1988,17,5.401524839175998
throwin,2000,2011,2004,50,5.4644304369257
motherfuckers,2011,2011,2011,21,0.0
bay,1988,2012,1997,20,11.77285012220915
decisions,1983,1983,1983,15,0.0
scissors,2009,2009,2009,1,0.0
perfume,1997,1998,1997,20,0.5477225575051661
phases,2009,2009,2009,1,0.0
pays,1987,1987,1987,14,0.0
bar,2012,2012,2012,8,0.0
compensate,1986,1986,1986,9,0.0
proof,1993,1994,1993,11,0.5222329678670935
cruel,1995,1995,1995,18,0.0
cacame,2012,2012,2012,8,0.0
unless,1984,1984,1984,6,0.0
droppin,2014,2014,2014,10,0.0
listen,1983,2014,2000,70,9.535647404794885
kept,1989,1996,1993,43,3.358432635537277
louis,2000,2000,2000,29,0.0
stay,1982,2014,1996,156,9.41391495987694
beautiful,2014,2014,2014,1,0.0
star,1991,2004,1999,53,5.618366109096938
brings,1991,1991,1991,14,0.0
creepin,2014,2014,2014,1,0.0
yoyo,1991,2012,1997,26,9.438057166436485
pen,2000,2000,2000,29,0.0
loyalties,1986,1986,1986,9,0.0
flava,1993,1994,1993,11,0.5222329678670935
louie,2000,2000,2000,29,0.0
begun,2009,2009,2009,1,0.0
aviator,2002,2003,2002,22,0.7687061147858074
messin,1985,1985,1985,8,0.0
lotion,2009,2009,2009,1,0.0
twist,2003,2011,2006,43,4.100482104383836
somethin,1995,2014,2000,141,4.4275091055166245
force,1991,1991,1991,14,0.0
sings,1992,1993,1992,21,0.9258200997725514
grill,1995,1995,1995,11,0.0
nuthin,1993,1994,1993,11,0.5222329678670935
innocent,1988,2010,1999,31,10.687647376837099
him,1989,2014,2002,61,8.798285973163965
since,1980,2014,2001,111,12.452432013990803
sassy,1987,1987,1987,1,0.0
changed,1990,2011,1995,37,5.0990195135927845
cooler,2011,2011,2011,21,0.0
savoirfaire,1992,1993,1992,21,0.9258200997725514
his,1985,2014,1991,34,7.340459995203058
hit,1991,2014,2002,168,7.5312839606031385
smokin,1995,2007,2001,57,4.265323253417066
crappy,2012,2012,2012,14,0.0
kandi,1999,2000,1999,8,0.6123724356957945
onto,2003,2009,2003,11,1.834021909257456
bed,2003,2012,2006,56,3.414778804800435
gimmie,2006,2006,2006,18,0.0
means,1999,1999,1999,13,0.0
meant,1989,2012,2003,48,10.059199769365355
musta,2009,2009,2009,1,0.0
team,1982,2010,1997,31,13.646457652138627
paul,2009,2010,2009,17,0.6416889479197478
kinda,1999,2011,2008,30,4.753945729601885
animosity,1992,1993,1992,21,0.9258200997725514
whole,1983,2014,2001,159,10.48568955932757
bes,2000,2000,2000,29,0.0
bet,1987,2013,2000,84,8.631338250816034
throwed,2000,2000,2000,29,0.0
surely,1992,1997,1993,28,2.026608708444444
preaches,1987,1987,1987,11,0.0
quick,1997,2014,2007,17,8.366600265340756
flexing,1996,1996,1996,9,0.0
ease,1995,1998,1996,31,1.2572371141874243
sheist,2000,2000,2000,29,0.0
roger,2002,2003,2002,17,0.9074852129730301
roller,2002,2003,2002,22,0.7687061147858074
arrest,1985,1985,1985,10,0.0
wrecka,1993,1994,1993,11,0.5222329678670935
east,1995,2012,2004,25,8.4545845551393
runnerups,2011,2011,2011,21,0.0
political,2014,2014,2014,1,0.0
fatter,1996,1996,1996,9,0.0
your,1982,2014,1998,683,8.947136106571579
play,1983,2012,1995,195,8.623759665553694
past,1985,2014,1996,86,7.3095986591699775
hahaha,1993,1994,1993,11,0.5222329678670935
youz,1995,1995,1995,11,0.0
pass,1993,2009,2001,56,5.529143565818179
greasy,1982,1982,1982,2,0.0
youd,1982,2012,1996,47,11.883297772817393
plan,2007,2007,2007,3,0.0
pin,2000,2000,2000,29,0.0
night,1982,2014,2000,280,11.39454756827643
proud,2000,2000,2000,29,0.0
santana,2010,2010,2010,1,0.0
step,1987,2007,1998,107,7.870446317309131
changes,1982,1982,1982,14,0.0
heroes,1985,1985,1985,10,0.0
pow,2011,2011,2011,21,0.0
swirl,2009,2009,2009,1,0.0
nice,1980,2005,1997,90,9.829660330968828
pop,1987,2014,2005,38,11.750699867174765
tonights,2012,2013,2012,16,0.9682458365518543
pot,2014,2014,2014,10,0.0
thighs,2014,2014,2014,18,0.0
gonna,1983,2012,1994,249,7.701249051146909
responsibility,2002,2003,2002,17,0.9074852129730301
prove,1999,2000,1999,8,0.6123724356957945
missy,2004,2005,2004,38,0.8885233166386386
raptopaythebill,2014,2014,2014,10,0.0
goodnight,2009,2012,2011,11,1.1281521496355325
blood,1992,2009,1993,22,3.4311408121392035
goin,1982,2011,1996,102,10.380505862470494
savannah,2000,2000,2000,29,0.0
cocked,2000,2000,2000,29,0.0
crank,2004,2005,2004,38,0.8885233166386386
lovetrue,1989,1989,1989,11,0.0
god,1995,2014,1997,60,3.492849839314596
negligee,1999,1999,1999,6,0.0
chronic,2000,2000,2000,29,0.0
bump,1993,1994,1993,11,0.5222329678670935
pickups,2014,2014,2014,10,0.0
surfing,2009,2009,2009,1,0.0
dresser,2011,2012,2011,16,0.5590169943749475
golf,1996,1996,1996,9,0.0
best,1983,2013,2000,166,10.306156774951539
gold,1992,1993,1992,21,0.9258200997725514
whatever,2003,2003,2003,22,0.0
dressed,1995,1995,1995,11,0.0
weed,1995,2014,2006,29,9.253144852166338
rollin,1995,2000,1998,40,2.318404623873926
liberation,1991,1991,1991,14,0.0
gave,1995,2009,1995,19,3.2118202741878648
sorry,1991,1997,1992,31,2.5336445762398636
pnd,2014,2014,2014,10,0.0
hype,1991,2014,2003,40,10.869682608061746
down,1982,2014,2000,441,9.228025931098916
week,2011,2014,2013,3,1.4142135623730951
splash,1986,1986,1986,3,0.0
bust,1993,2009,1998,49,3.2007652146297256
taylor,2012,2013,2012,16,0.9682458365518543
busy,1987,1987,1987,1,0.0
good,1982,2014,1999,219,9.635124100827978
kippur,2012,2012,2012,14,0.0
finna,2007,2007,2007,17,0.0
bush,2007,2007,2007,17,0.0
closest,2009,2009,2009,13,0.0
rebel,2010,2010,2010,9,0.0
control,1987,2012,2002,99,7.539793422135971
hipsters,2012,2013,2012,16,0.9682458365518543
imagine,1997,2014,2002,30,7.928850273946827
whose,1985,2014,1999,28,12.26638845440196
behind,1996,2012,2003,78,6.317456482656324
gone,1997,2014,2004,100,5.843800133474792
sorta,2011,2011,2011,21,0.0
humans,2003,2003,2003,22,0.0
moments,2012,2012,2012,10,0.0
economic,2014,2014,2014,1,0.0
difference,1985,1985,1985,10,0.0
bell,2002,2003,2002,17,0.9074852129730301
gon,1993,2014,2004,188,5.9871315904071345
burn,2012,2012,2012,8,0.0
got,1987,2014,2002,552,7.534221443097036
car,1982,2014,2004,76,11.74790014831318
cat,1994,1994,1994,3,0.0
can,1982,2014,1998,476,8.768378058769626
crush,1991,1992,1991,18,0.816496580927726
cap,2003,2003,2003,22,0.0
dose,1991,1996,1993,27,2.0816659994661326
feminist,2014,2014,2014,1,0.0
attention,2014,2014,2014,1,0.0
sounds,1993,1994,1993,11,0.5222329678670935
sixfoot,2011,2011,2011,21,0.0
yom,2012,2012,2012,14,0.0
regret,1988,1992,1990,32,1.8540496217739157
you,1980,2014,1998,913,9.63160414814654
peaches,2000,2000,2000,29,0.0
reminds,1997,1998,1997,20,0.5477225575051661
anything,1999,2010,2003,66,3.1574826950748234
couch,2013,2014,2013,22,0.674199862463242
learned,1983,1983,1983,15,0.0
pro,1995,2014,2007,33,8.714321197855513
benz,2000,2003,2001,73,1.5615236675707358
weak,1985,1992,1989,26,3.1622776601683795
celebration,1995,2011,2005,32,7.615773105863909
wear,1987,2003,1994,49,7.213932098830056
blunts,1995,2000,1998,40,2.318404623873926
bent,1995,2000,1998,40,2.318404623873926
bein,2009,2014,2011,23,2.4847360108225303
dededestruction,1985,1985,1985,10,0.0
smolder,1998,1998,1998,5,0.0
people,1985,2014,1995,107,10.632343531506242
beyond,1998,1998,1998,5,0.0
insane,1991,2012,1997,26,9.438057166436485
rover,2000,2000,2000,29,0.0
candy,2000,2014,2000,30,2.556038601690775
bottles,1989,2014,2006,53,10.375951877225075
games,1987,2003,1994,45,5.339579675509217
eatin,2011,2011,2011,21,0.0
chopping,2009,2009,2009,1,0.0
aisle,2003,2003,2003,6,0.0
jealous,1987,1994,1990,22,3.155082479832414
vodka,2011,2011,2011,21,0.0
starving,1998,1998,1998,5,0.0
dismantlin,2009,2009,2009,1,0.0
alienation,1985,1985,1985,10,0.0
tonic,2000,2000,2000,29,0.0
legacy,1985,1985,1985,10,0.0
edison,2010,2010,2010,9,0.0
suddenly,2004,2004,2004,18,0.0
put,1982,2014,2001,226,8.426149773176359
pun,2014,2014,2014,10,0.0
block,1995,2000,1998,40,2.318404623873926
switch,2006,2006,2006,18,0.0
hotlanta,2000,2000,2000,29,0.0
quinn,2010,2010,2010,1,0.0
twice,1985,2000,1994,59,6.428221674639502
eaten,2012,2012,2012,14,0.0
excites,2009,2009,2009,1,0.0
artery,2009,2009,2009,1,0.0
just,1980,2014,1997,706,10.102029078428572
extreme,2009,2010,2009,17,0.6416889479197478
fifth,1995,1995,1995,11,0.0
lemme,2006,2006,2006,18,0.0
guy,1985,1992,1989,26,3.1622776601683795
friendly,2014,2014,2014,10,0.0
excited,1999,1999,1999,13,0.0
gun,1984,2014,2004,58,11.728979730447204
curry,2014,2014,2014,10,0.0
5150,2012,2012,2012,8,0.0
bug,1993,1994,1993,11,0.5222329678670935
curse,1992,1993,1992,21,0.9258200997725514
gang,1996,1996,1996,9,0.0
bud,2000,2007,2002,46,3.4294124227362026
despite,1995,1995,1995,18,0.0
swift,2012,2013,2012,16,0.9682458365518543
but,1980,2014,1997,634,9.63358675109389
bus,1995,2003,2000,33,3.7859388972001824
buy,1989,2012,2000,51,8.325486501712442
hoopa,1993,1994,1993,11,0.5222329678670935
used,1980,2014,1996,112,9.516902257112267
been,1980,2014,1998,279,10.778812351039642
disguise,1987,2010,1988,17,5.401524839175998
hurry,1997,1999,1997,13,1.3587324409735149
beer,1983,1983,1983,13,0.0
kelly,2014,2014,2014,1,0.0
longer,1997,1997,1997,7,0.0
swing,2000,2014,2005,90,5.155363981114988
connection,1983,1983,1983,15,0.0
tongue,2003,2014,2008,44,5.244044240850758
alaska,2012,2012,2012,8,0.0
stronger,1995,1995,1995,18,0.0
paint,2014,2014,2014,10,0.0
sink,2000,2000,2000,29,0.0
jump,1985,2005,2001,46,7.518094115561123
picture,2011,2014,2011,39,1.585187847802434
drinkin,2000,2000,2000,29,0.0
stories,1983,1983,1983,15,0.0
smack,1991,1992,1991,18,0.816496580927726
1st,1995,1995,1995,11,0.0
sing,1991,2014,1996,72,4.8634121538049575
stretch,2002,2003,2002,17,0.9074852129730301
diners,1982,1982,1982,2,0.0
exposure,1985,1985,1985,10,0.0
calling,1995,2012,2004,27,8.050764858994132
ashamed,1985,2003,1997,32,8.351646544245034
noddin,2009,2009,2009,1,0.0
gash,2009,2009,2009,1,0.0
turns,1983,1983,1983,13,0.0
360,2014,2014,2014,10,0.0
dumber,2011,2011,2011,21,0.0
hurts,2002,2003,2002,22,0.7687061147858074
sonics,2000,2000,2000,29,0.0
grabbin,2002,2003,2002,22,0.7687061147858074
eightysomething,2002,2003,2002,17,0.9074852129730301
flashing,1984,1986,1984,9,1.1547005383792515
wella,1996,1996,1996,9,0.0
quite,2009,2009,2009,1,0.0
commissioner,2011,2011,2011,21,0.0
tyson,1989,1989,1989,11,0.0
standin,2009,2009,2009,1,0.0
their,1985,2009,1995,75,8.350648677398262
river,1989,1999,1994,52,3.890323300783032
2008,2014,2014,2014,10,0.0
shaw,2000,2000,2000,29,0.0
said,1982,2014,2001,176,10.733867387428871
store,1991,1992,1991,18,0.816496580927726
lord,2014,2014,2014,10,0.0
continued,1985,1985,1985,10,0.0
ga,2012,2012,2012,8,0.0
shaq,1993,1994,1993,11,0.5222329678670935
story,1991,1992,1991,18,0.816496580927726
moms,1993,2011,2002,43,8.463327181241677
fi,2006,2006,2006,18,0.0
2012,2010,2010,2010,9,0.0
curls,2010,2010,2010,9,0.0
yawnin,1995,1995,1995,11,0.0
ni19,1985,1985,1985,10,0.0
deep,1986,2009,1999,59,4.03585624040554
breath,1992,2012,2002,47,8.681111802508914
affection,1990,1990,1990,16,0.0
2015,2014,2014,2014,10,0.0
mood,1994,1994,1994,8,0.0
he,1984,2014,1996,96,10.897247358851684
miles,1985,1997,1989,29,4.623776632237719
confess,1998,1999,1998,32,0.9013878188659973
ha,1993,1994,1993,11,0.5222329678670935
aim,2014,2014,2014,1,0.0
promises,1999,2000,1999,8,0.6123724356957945
sheds,1997,1998,1997,20,0.5477225575051661
air,1997,2014,2002,52,6.043114327003153
keeping,2014,2014,2014,1,0.0
gs,2011,2011,2011,21,0.0
go,1980,2014,1997,616,9.911458671003627
doin,2011,2011,2011,22,0.0
yea,1991,2014,2000,56,9.384637903053509
idea,1985,1985,1985,10,0.0
barely,1989,2009,1998,27,10.012954571916286
mold,1996,1999,1998,29,1.364576478442026
satisfy,1997,2004,2000,25,2.569046515733026
raise,2000,2014,2000,30,2.556038601690775
loot,1996,1996,1996,9,0.0
strut,2004,2005,2004,38,0.8885233166386386
consider,1986,1986,1986,9,0.0
dj,2004,2012,2006,46,2.7583864218368523
left,1983,2014,1999,149,10.008385745708413
do,1982,2014,1999,612,8.986373126060608
deck,1993,1994,1993,11,0.5222329678670935
ds,2000,2000,2000,29,0.0
stood,1999,1999,1999,13,0.0
ew,2012,2013,2012,16,0.9682458365518543
look,1982,2014,1999,256,8.787197718840746
safe,1996,1996,1996,9,0.0
222,2007,2007,2007,17,0.0
beat,1983,2014,2003,147,8.42170826305609
bean,2011,2011,2011,21,0.0
20s,1995,1995,1995,11,0.0
needs,1996,1997,1996,16,0.6614378277661477
cracker,1993,1994,1993,11,0.5222329678670935
aha,1991,1991,1991,14,0.0
yes,1987,2010,1998,87,6.750053213923917
yep,1993,2003,1999,33,4.444949466256704
cocoa,2000,2000,2000,29,0.0
praying,1997,2012,2005,17,7.428086603442053
em,1988,2014,2001,189,9.029346628029103
et,1993,1994,1993,11,0.5222329678670935
yet,1987,2014,2011,27,4.98516317203879
dabba,1994,1994,1994,3,0.0
shes,1982,2005,1995,123,9.243323233028471
player,1999,2000,1999,8,0.6123724356957945
backboard,1993,1994,1993,11,0.5222329678670935
driving,2012,2012,2012,8,0.0
stone,1989,2009,1999,33,9.653072991634229
by,1980,2014,1998,376,9.908088249806692
flawless,2014,2014,2014,1,0.0
bx,2011,2011,2011,21,0.0
long,1980,2014,1996,113,12.04600326624003
dock,1988,1988,1988,12,0.0
wallet,1993,1994,1993,11,0.5222329678670935
chills,1994,1998,1996,35,1.3627702877384937
spinning,1986,2012,2004,11,11.615037275406864
deal,1987,2010,2002,51,5.924359814839598
autumn,1997,1998,1997,20,0.5477225575051661
any,1982,2010,1997,99,6.04277680500873
oclock,1996,2012,2005,25,7.402702209328699
dubbed,2000,2000,2000,29,0.0
playa,2000,2000,2000,29,0.0
bi,2013,2014,2013,22,0.674199862463242
dead,2009,2009,2009,1,0.0
be,1980,2014,1998,702,9.831341243964156
da,1991,2006,1999,40,6.672705598181295
likely,1985,1985,1985,10,0.0
groove,1987,2014,1992,20,5.07444578254611
lens,2002,2003,2002,22,0.7687061147858074
and,1980,2014,1998,972,9.511959117613156
played,2011,2011,2011,21,0.0
lend,2000,2000,2000,29,0.0
rhymes,1993,1994,1993,11,0.5222329678670935
dazed,2009,2009,2009,1,0.0
aint,1983,2014,2002,351,8.929767115705804
does,1982,2009,2006,19,8.287593771796239
destruction,1985,1985,1985,10,0.0
backin,2011,2011,2011,21,0.0
nightcap,2003,2003,2003,22,0.0
stole,1993,1994,1993,11,0.5222329678670935
squeezin,2014,2014,2014,10,0.0
hands,1982,2014,1998,86,10.244680979517762
attractive,2014,2014,2014,18,0.0
ice,2000,2007,2002,46,3.4294124227362026
chicks,2000,2012,2002,37,4.975616218797101
all,1980,2014,1998,660,9.82444385040176
sample,1991,1991,1991,14,0.0
ali,1993,1994,1993,11,0.5222329678670935
ay,1999,2014,2008,43,5.417456710422551
speed,2008,2008,2008,16,0.0
houston,2012,2014,2012,9,0.6666666666666666
at,1982,2014,2001,443,9.59495729107781
as,1982,2014,1997,262,9.39810765425232
game,1984,2014,2002,158,9.449398882495453
aw,1987,1999,1991,17,5.739440431835514
memory,2007,2007,2007,3,0.0
yay,2000,2000,2000,29,0.0
shed,1984,1984,1984,6,0.0
ai,2000,2000,2000,29,0.0
steppin,2007,2007,2007,17,0.0
color,1996,1996,1996,9,0.0
am,1988,2014,2001,123,9.546633510411606
an,1983,2014,2001,205,9.515584136741928
tammy,2011,2011,2011,21,0.0
yak,2007,2007,2007,17,0.0
forget,1985,2014,2002,71,9.088764151567412
ah,1993,1994,1993,11,0.5222329678670935
growth,1996,1996,1996,9,0.0
twister,2009,2010,2009,17,0.6416889479197478
cheifin,2000,2000,2000,29,0.0
no,1980,2014,1997,593,9.947501317519759
panties,2014,2014,2014,18,0.0
door,1984,2012,2000,69,10.430584904466066
splittin,2014,2014,2014,10,0.0
bother,2009,2009,2009,1,0.0
fixed,2014,2014,2014,10,0.0
doom,1998,1998,1998,5,0.0
of,1982,2014,1998,787,9.713690413459693
oc,2007,2007,2007,17,0.0
twisted,2011,2014,2011,22,0.6396021490668313
mills,1993,1994,1993,11,0.5222329678670935
dried,2012,2012,2012,14,0.0
ob,2014,2014,2014,10,0.0
ballistic,1996,1996,1996,9,0.0
on,1982,2014,1999,751,9.426144337456995
ok,2000,2000,2000,29,0.0
og,1995,1995,1995,11,0.0
move,1991,2014,2006,61,8.472714160521505
wonderful,1982,1995,1988,29,6.397736668757055
oh,1982,2014,1998,418,8.859617540645148
texts,2011,2012,2011,16,0.5590169943749475
blahnik,2002,2003,2002,22,0.7687061147858074
playin,1987,2014,2007,31,6.355084324711479
maybe,1986,2014,2000,49,9.850929718891036
