@relation allSongsAllFieldsRankClass

@attribute NUM_WORDS real
@attribute NUM_UNIQUE_WORDS real
@attribute MAX_WORD_LENGTH real
@attribute AVG_WORD_LENGTH real
@attribute SONG_RANK_CLASS {1-10, 11-20, 21-30, 31-40, 41-50}

@data
260,95,10,3,21-30
266,91,11,3,31-40
277,135,10,4,41-50
187,59,18,4,31-40
346,120,12,3,11-20
306,85,10,4,1-10
246,72,12,3,1-10
308,127,12,4,1-10
512,224,13,3,1-10
272,93,13,4,11-20
787,217,14,3,31-40
229,64,11,3,1-10
193,76,12,3,11-20
286,108,9,3,1-10
317,57,17,3,41-50
287,131,11,4,1-10
262,89,9,3,1-10
293,110,9,3,31-40
359,115,12,3,1-10
206,79,9,3,11-20
492,229,13,3,11-20
264,67,10,4,1-10
205,75,7,3,41-50
232,91,11,4,1-10
323,78,10,3,1-10
476,139,10,3,11-20
294,83,9,3,21-30
267,125,13,4,31-40
281,95,8,3,21-30
439,161,14,3,41-50
306,98,8,3,41-50
199,90,11,3,21-30
222,63,9,3,31-40
176,57,8,3,31-40
341,108,9,4,31-40
251,79,9,3,1-10
237,122,10,3,31-40
619,256,15,3,31-40
511,262,13,3,11-20
144,76,11,3,41-50
612,188,12,3,1-10
222,127,11,4,1-10
296,143,10,3,31-40
287,140,11,3,21-30
297,92,10,3,1-10
317,135,12,3,31-40
341,98,9,3,21-30
240,60,11,4,11-20
219,104,10,3,1-10
455,205,13,3,21-30
302,105,11,3,1-10
216,98,12,3,11-20
216,98,12,3,1-10
833,420,20,4,1-10
203,103,10,3,11-20
255,76,9,3,41-50
647,144,9,3,1-10
556,253,11,3,41-50
388,90,9,3,21-30
273,130,15,4,41-50
268,94,12,3,1-10
344,166,15,4,11-20
270,110,12,3,41-50
651,246,12,3,1-10
433,194,14,3,31-40
182,88,29,3,1-10
286,66,10,3,1-10
401,162,12,3,41-50
291,101,10,4,31-40
541,111,12,3,11-20
276,83,13,3,31-40
140,50,9,3,1-10
137,48,9,3,31-40
223,92,11,3,21-30
316,128,10,3,1-10
305,93,11,3,1-10
248,81,10,3,31-40
300,75,11,3,31-40
315,95,8,3,11-20
329,97,10,3,11-20
288,94,13,3,1-10
262,72,8,3,1-10
463,155,9,3,1-10
156,79,11,3,11-20
18,18,14,5,11-20
462,123,11,3,1-10
189,69,8,3,11-20
264,119,11,4,41-50
125,60,9,3,1-10
18,18,14,5,1-10
161,95,11,3,11-20
547,119,13,4,41-50
267,94,9,3,1-10
476,213,9,3,1-10
246,120,9,4,1-10
205,114,12,4,41-50
180,79,10,3,1-10
18,18,14,5,1-10
174,62,9,3,11-20
18,18,14,5,21-30
288,92,8,3,31-40
693,275,12,3,1-10
197,110,10,3,11-20
248,85,11,4,11-20
198,90,9,4,11-20
18,18,14,5,1-10
317,103,10,3,11-20
317,104,10,3,41-50
217,95,10,3,1-10
100,62,13,4,21-30
688,166,11,3,1-10
121,75,9,3,1-10
938,246,11,4,1-10
258,112,9,3,11-20
329,126,9,3,21-30
293,99,11,3,21-30
293,97,11,3,1-10
444,141,12,3,21-30
307,121,8,3,1-10
641,271,12,3,11-20
294,123,10,3,11-20
731,269,21,4,21-30
370,137,10,3,21-30
290,110,9,4,11-20
260,92,12,3,1-10
459,115,17,4,41-50
197,95,9,3,11-20
623,310,13,3,21-30
406,129,13,4,31-40
308,124,12,4,41-50
339,100,9,3,31-40
18,18,14,5,41-50
285,119,10,4,1-10
241,107,11,3,1-10
585,317,13,4,31-40
216,89,33,4,41-50
585,317,13,4,21-30
315,127,11,3,21-30
544,159,13,4,1-10
178,66,8,3,1-10
331,89,8,3,1-10
547,201,14,3,1-10
557,157,12,3,11-20
386,120,10,3,1-10
341,103,9,3,21-30
322,97,11,4,1-10
176,60,10,3,21-30
765,144,9,3,1-10
492,207,12,4,11-20
212,79,9,3,11-20
269,135,12,4,21-30
454,144,11,3,1-10
664,238,16,3,1-10
677,99,10,3,1-10
282,91,10,4,11-20
265,118,10,3,21-30
322,100,9,3,1-10
676,202,10,3,1-10
488,122,11,3,41-50
684,86,9,3,41-50
210,81,12,4,41-50
269,72,9,3,1-10
249,116,9,4,41-50
305,130,10,4,31-40
363,97,11,3,1-10
236,103,10,4,11-20
270,73,10,3,11-20
558,143,10,3,31-40
422,130,12,3,11-20
203,76,9,3,21-30
393,121,11,4,1-10
315,113,11,4,21-30
396,176,16,3,1-10
396,176,16,3,41-50
159,83,9,3,41-50
470,176,11,4,1-10
643,144,11,3,21-30
274,108,10,3,21-30
424,126,11,3,31-40
316,125,11,3,1-10
461,96,9,3,31-40
273,101,10,4,1-10
277,115,9,3,21-30
437,75,6,3,1-10
506,91,12,3,1-10
194,101,9,3,31-40
478,142,10,3,1-10
650,202,9,3,41-50
305,98,18,4,1-10
292,91,8,3,21-30
712,256,11,3,1-10
296,107,10,3,11-20
213,95,9,3,31-40
390,144,15,4,11-20
498,231,13,3,41-50
174,89,12,3,11-20
272,105,11,3,11-20
498,84,9,3,1-10
688,268,10,3,11-20
258,87,11,3,11-20
284,92,10,4,1-10
287,92,10,4,31-40
148,69,10,3,1-10
157,75,8,3,31-40
83,38,10,4,11-20
258,81,15,4,11-20
219,82,13,4,1-10
413,134,10,4,11-20
859,288,12,3,11-20
300,73,13,4,1-10
331,101,9,3,11-20
340,87,10,4,11-20
192,99,10,3,11-20
436,129,12,4,1-10
282,111,11,3,31-40
196,71,9,3,1-10
282,67,9,3,11-20
246,99,11,3,11-20
18,18,14,5,1-10
249,73,9,4,21-30
189,126,9,4,31-40
288,87,10,3,1-10
609,296,13,4,1-10
813,325,9,3,11-20
58,10,8,3,41-50
219,93,10,3,1-10
248,61,8,4,41-50
423,210,10,3,11-20
311,110,8,3,1-10
193,89,11,4,1-10
265,119,10,4,11-20
332,124,10,3,21-30
549,111,10,4,41-50
270,99,18,4,21-30
229,124,15,4,21-30
435,169,10,3,31-40
194,77,10,4,21-30
336,89,11,3,1-10
309,129,10,3,31-40
18,18,14,5,1-10
146,64,10,3,31-40
349,85,9,3,1-10
694,219,11,3,21-30
278,97,10,3,1-10
362,94,10,3,31-40
347,113,12,3,11-20
197,86,10,3,31-40
277,79,11,3,41-50
289,84,9,3,1-10
214,63,15,3,11-20
712,172,14,4,1-10
173,65,9,4,1-10
169,70,8,3,11-20
258,88,11,3,31-40
308,101,10,3,21-30
486,97,11,3,1-10
387,93,9,3,1-10
287,102,10,3,21-30
288,98,11,3,11-20
155,85,10,4,21-30
336,126,16,3,41-50
203,111,10,4,31-40
262,83,11,4,21-30
353,83,17,3,41-50
1171,205,10,3,31-40
355,103,12,4,1-10
241,92,8,3,11-20
313,127,9,3,1-10
318,116,9,3,31-40
332,133,10,3,11-20
405,169,18,4,1-10
432,104,13,3,41-50
568,286,15,4,1-10
516,149,12,4,1-10
387,130,13,3,41-50
18,18,14,5,41-50
273,62,11,4,21-30
199,102,11,4,1-10
643,141,11,4,21-30
281,97,11,3,1-10
682,243,10,3,31-40
412,202,13,3,31-40
157,79,9,4,1-10
566,248,11,3,31-40
493,177,11,3,21-30
354,83,9,4,21-30
132,21,8,4,1-10
332,104,10,3,1-10
340,77,8,3,11-20
413,188,10,3,41-50
376,140,11,3,21-30
424,85,13,4,1-10
239,102,9,3,1-10
182,89,9,3,1-10
259,77,13,3,21-30
343,105,8,3,21-30
258,83,11,4,1-10
262,63,30,4,21-30
274,97,11,4,1-10
248,96,28,3,41-50
634,203,12,3,1-10
135,56,10,4,41-50
336,140,12,3,1-10
286,105,11,4,41-50
175,71,10,4,1-10
189,74,12,4,21-30
227,70,9,4,21-30
309,113,8,3,41-50
462,117,10,3,11-20
218,67,9,4,1-10
250,111,9,3,1-10
347,120,10,3,11-20
336,94,11,3,1-10
600,130,10,3,1-10
198,88,8,3,41-50
297,91,10,3,31-40
275,80,11,3,1-10
229,121,11,3,1-10
261,96,14,4,1-10
18,18,14,5,1-10
189,104,11,4,11-20
214,58,9,3,31-40
663,294,13,3,41-50
177,97,13,3,1-10
398,80,12,3,1-10
330,91,10,3,1-10
164,82,11,4,11-20
291,135,11,3,1-10
670,305,15,4,1-10
408,148,9,3,31-40
303,72,9,3,1-10
225,74,18,3,1-10
318,93,12,3,41-50
231,89,11,4,41-50
572,235,12,3,1-10
18,18,14,5,11-20
262,90,9,3,21-30
253,93,10,3,1-10
460,141,10,3,11-20
155,88,10,3,11-20
395,89,10,3,11-20
246,105,12,4,21-30
202,85,9,4,21-30
317,142,12,3,21-30
290,103,9,3,31-40
487,112,8,3,1-10
687,142,9,3,41-50
396,155,10,3,31-40
201,97,9,3,41-50
143,70,9,3,1-10
331,163,14,3,41-50
345,89,12,4,21-30
259,107,10,4,11-20
219,105,10,4,31-40
401,94,10,3,31-40
387,136,8,3,1-10
428,86,10,3,1-10
301,93,10,3,31-40
115,50,8,3,31-40
211,107,10,3,31-40
283,133,12,3,1-10
836,221,10,3,1-10
369,103,11,3,21-30
263,84,11,3,41-50
437,166,10,3,1-10
240,103,10,3,31-40
438,92,12,3,1-10
382,81,9,3,41-50
369,86,9,3,31-40
239,84,10,3,41-50
322,88,10,3,21-30
386,93,10,3,1-10
131,49,10,3,21-30
567,260,11,3,1-10
725,209,13,3,21-30
227,86,9,3,41-50
325,84,9,3,11-20
197,110,10,3,31-40
125,75,10,3,31-40
706,194,13,3,1-10
564,262,17,3,31-40
268,99,11,3,31-40
489,127,12,4,1-10
428,83,10,3,1-10
319,105,9,3,41-50
328,64,10,3,1-10
658,243,15,4,31-40
227,107,14,4,41-50
272,80,11,3,11-20
256,90,10,3,1-10
158,58,7,3,41-50
158,58,7,3,31-40
290,84,11,3,41-50
251,102,11,4,1-10
192,72,10,4,41-50
270,83,10,3,11-20
244,88,10,3,31-40
339,120,12,3,41-50
225,65,10,4,1-10
779,278,15,4,31-40
749,287,19,3,11-20
573,158,12,4,21-30
1,1,0,0,41-50
483,127,12,3,11-20
515,161,12,3,11-20
244,94,13,4,1-10
241,51,10,4,11-20
705,206,11,3,1-10
705,206,11,3,31-40
196,84,10,3,1-10
328,158,13,4,1-10
590,121,10,4,21-30
430,92,10,3,1-10
383,91,10,4,1-10
305,108,8,3,31-40
287,80,11,3,1-10
381,110,10,4,21-30
598,254,16,4,41-50
529,216,13,3,1-10
529,216,13,3,1-10
508,230,13,4,41-50
251,75,8,3,21-30
547,192,13,3,11-20
253,102,10,4,1-10
185,74,10,4,31-40
286,126,11,3,31-40
418,188,11,3,31-40
360,146,10,3,21-30
212,123,9,3,41-50
568,173,11,3,31-40
328,92,12,4,41-50
177,105,12,3,11-20
313,91,14,3,31-40
232,36,7,3,11-20
378,167,11,4,31-40
393,104,10,3,21-30
208,95,10,3,21-30
181,50,9,4,41-50
335,115,8,3,31-40
213,101,7,3,31-40
264,93,15,3,41-50
262,96,15,3,1-10
256,86,10,3,11-20
372,137,16,3,1-10
353,126,16,3,1-10
358,85,8,3,21-30
270,95,11,3,21-30
738,273,11,4,11-20
212,113,11,4,11-20
326,98,10,3,21-30
310,109,9,3,31-40
349,141,10,3,41-50
297,105,7,3,31-40
341,113,10,3,11-20
471,100,12,4,31-40
760,359,12,3,1-10
730,281,12,4,31-40
313,81,10,4,1-10
326,93,12,3,41-50
242,63,7,3,11-20
868,282,10,4,11-20
555,153,10,3,11-20
558,101,15,3,1-10
945,285,11,3,41-50
32,28,14,4,21-30
493,82,9,3,1-10
241,127,12,3,11-20
211,84,9,3,31-40
216,118,13,4,41-50
202,88,11,3,1-10
313,127,19,4,41-50
821,199,13,3,11-20
558,202,11,3,11-20
347,105,11,3,1-10
227,93,9,3,11-20
257,101,11,3,41-50
257,101,11,3,11-20
678,225,12,3,21-30
561,176,11,3,31-40
248,77,10,3,41-50
875,346,12,3,31-40
231,101,10,4,41-50
662,182,18,3,1-10
334,94,10,3,11-20
587,177,9,3,31-40
1,1,0,0,11-20
175,88,8,3,1-10
652,154,13,3,1-10
213,109,16,3,1-10
283,93,10,3,1-10
407,113,11,4,1-10
560,315,12,4,41-50
302,98,10,3,31-40
253,94,10,4,1-10
274,93,10,4,1-10
267,97,18,3,41-50
241,121,10,3,31-40
176,56,10,4,31-40
185,72,10,4,41-50
195,58,7,3,11-20
309,150,11,4,41-50
329,131,9,3,21-30
278,85,9,3,1-10
261,92,18,4,11-20
278,63,10,3,1-10
253,81,9,3,41-50
385,164,11,4,31-40
360,114,13,4,11-20
255,128,14,3,31-40
424,139,9,4,1-10
301,131,9,3,21-30
301,131,9,3,11-20
296,117,13,3,31-40
368,87,10,3,11-20
356,116,12,4,41-50
301,122,11,4,41-50
410,187,11,3,1-10
130,43,8,3,31-40
180,80,10,3,41-50
307,95,10,4,31-40
362,85,9,3,21-30
176,52,10,3,31-40
500,138,11,3,11-20
367,130,11,3,21-30
246,111,12,4,31-40
385,105,10,3,21-30
285,89,9,3,1-10
248,78,12,3,1-10
866,287,12,4,1-10
347,144,12,4,31-40
745,225,12,3,1-10
335,103,13,4,1-10
301,94,10,3,1-10
18,18,14,5,11-20
226,86,11,4,21-30
317,89,20,4,41-50
204,51,11,3,11-20
182,101,9,3,21-30
314,141,16,4,1-10
378,78,18,3,11-20
223,100,13,4,41-50
326,114,11,3,1-10
206,79,12,4,1-10
373,111,11,3,31-40
504,112,9,3,1-10
258,83,9,3,11-20
258,83,9,3,1-10
476,123,14,3,1-10
332,123,12,3,41-50
560,195,9,3,11-20
667,123,10,3,1-10
359,79,10,3,21-30
441,202,11,3,11-20
530,128,9,4,1-10
586,158,12,3,1-10
212,88,10,4,41-50
205,116,10,4,41-50
187,67,8,3,41-50
375,103,11,3,1-10
150,88,11,3,1-10
299,118,8,3,41-50
278,99,12,3,41-50
402,139,10,3,41-50
353,158,10,3,1-10
149,66,9,4,1-10
797,316,12,3,1-10
378,103,9,3,1-10
981,321,13,3,1-10
258,112,10,3,31-40
196,60,8,3,31-40
198,93,8,3,11-20
558,260,20,4,41-50
736,245,10,3,1-10
123,83,9,3,1-10
431,81,10,3,1-10
202,69,10,3,31-40
502,168,12,3,1-10
254,95,10,3,11-20
230,90,14,4,41-50
601,180,13,3,1-10
567,138,11,3,1-10
242,95,9,3,41-50
577,234,13,4,31-40
695,325,14,4,1-10
383,172,12,4,1-10
440,118,10,3,1-10
271,90,11,3,1-10
228,85,9,3,31-40
311,118,11,3,1-10
287,72,8,3,1-10
266,73,10,3,31-40
259,98,10,4,31-40
161,69,9,4,1-10
352,139,9,3,11-20
180,80,11,3,1-10
293,88,13,3,11-20
143,62,8,4,31-40
243,98,8,3,41-50
518,220,13,3,31-40
540,239,12,3,1-10
285,94,10,3,11-20
338,117,11,3,21-30
247,88,10,3,41-50
347,121,10,3,41-50
342,77,9,3,11-20
278,87,13,4,11-20
464,179,10,3,21-30
312,67,10,3,21-30
284,121,11,3,21-30
308,102,9,3,1-10
335,84,9,4,31-40
280,108,11,4,41-50
280,108,11,4,21-30
251,122,13,4,11-20
437,64,8,3,11-20
178,79,9,4,41-50
402,139,10,4,41-50
658,147,12,3,1-10
314,115,11,3,31-40
447,109,10,3,21-30
320,81,10,3,21-30
18,18,14,5,1-10
142,58,18,4,21-30
255,89,11,3,11-20
292,83,9,3,41-50
616,197,11,3,1-10
616,197,11,3,11-20
235,87,10,3,31-40
206,87,10,4,1-10
273,93,11,4,1-10
363,174,11,4,41-50
260,76,11,3,21-30
298,106,11,4,1-10
265,79,10,3,41-50
204,86,11,4,11-20
252,103,15,4,41-50
640,243,12,3,31-40
200,79,8,3,11-20
344,143,11,3,1-10
99,24,13,3,31-40
232,68,11,3,11-20
18,18,14,5,11-20
18,18,14,5,11-20
242,119,12,4,41-50
352,87,10,3,1-10
547,130,9,3,11-20
514,144,13,4,21-30
424,121,10,3,1-10
464,109,11,4,11-20
445,155,12,3,11-20
422,95,11,3,31-40
364,170,10,3,1-10
306,94,13,3,41-50
170,70,12,3,21-30
315,87,13,3,21-30
223,91,12,3,21-30
329,92,15,3,1-10
244,96,11,3,41-50
246,67,9,3,41-50
344,88,11,3,1-10
392,89,8,3,41-50
683,178,13,3,41-50
219,70,10,4,21-30
344,179,12,3,21-30
151,74,9,3,41-50
423,75,10,3,21-30
298,49,7,3,1-10
445,82,11,3,41-50
185,76,9,3,1-10
241,104,9,3,31-40
432,144,10,3,1-10
408,125,12,3,41-50
377,93,14,4,31-40
201,77,11,3,21-30
372,83,9,3,41-50
191,84,11,3,1-10
278,103,10,3,11-20
310,110,11,3,41-50
129,59,10,3,31-40
408,145,17,4,11-20
175,40,8,3,31-40
294,94,10,3,11-20
316,118,10,3,21-30
337,107,14,3,11-20
550,133,11,3,1-10
489,119,11,4,1-10
457,129,12,4,31-40
191,92,9,4,11-20
228,81,9,3,1-10
241,103,14,4,1-10
407,127,9,3,1-10
194,72,16,3,1-10
146,29,8,3,1-10
184,67,8,4,31-40
374,146,10,3,1-10
379,147,10,3,11-20
355,101,10,4,41-50
230,83,11,3,1-10
178,83,10,3,41-50
723,270,12,3,1-10
127,67,8,3,11-20
367,128,10,3,31-40
367,128,10,3,11-20
268,119,10,3,1-10
421,87,10,3,31-40
283,63,9,3,31-40
240,117,9,4,21-30
242,99,9,3,1-10
228,65,12,3,21-30
305,91,9,3,1-10
143,78,11,4,1-10
615,141,11,3,1-10
111,60,9,3,21-30
264,111,9,4,11-20
362,70,18,3,31-40
263,72,9,3,21-30
263,72,9,3,21-30
70,45,10,3,1-10
358,89,32,3,21-30
125,61,9,3,21-30
201,103,11,3,41-50
287,87,11,3,21-30
258,97,10,3,1-10
252,60,9,3,1-10
471,188,10,3,41-50
279,77,11,3,1-10
342,106,11,3,1-10
374,120,10,3,11-20
216,83,11,4,41-50
317,86,8,3,11-20
213,83,10,3,1-10
391,103,18,3,1-10
384,98,9,3,21-30
183,81,12,3,1-10
633,223,13,4,1-10
125,65,14,3,1-10
198,100,10,4,41-50
188,86,10,3,31-40
688,208,13,3,1-10
607,201,10,3,41-50
607,201,10,3,1-10
607,201,10,3,1-10
781,187,33,4,21-30
550,299,14,4,41-50
265,95,9,4,21-30
261,115,8,3,21-30
165,52,9,3,21-30
263,111,8,3,41-50
416,172,11,3,31-40
228,66,9,4,21-30
173,79,11,3,41-50
308,59,10,3,11-20
368,62,10,4,1-10
253,84,9,3,1-10
256,116,12,4,1-10
695,218,13,3,1-10
472,132,11,4,21-30
240,113,10,3,21-30
427,89,12,4,11-20
427,89,12,4,1-10
169,67,12,4,41-50
458,121,12,3,11-20
163,54,9,4,1-10
360,120,9,3,41-50
213,91,11,3,11-20
278,105,12,4,31-40
562,280,13,4,31-40
203,93,23,4,41-50
449,163,15,4,1-10
163,59,9,3,11-20
180,84,8,4,1-10
308,79,12,3,11-20
582,210,10,3,1-10
216,123,12,4,11-20
974,370,18,4,11-20
974,370,18,4,11-20
974,370,18,4,21-30
974,370,18,4,21-30
197,106,9,4,21-30
258,72,9,3,1-10
266,89,9,4,21-30
498,106,10,3,31-40
606,213,17,3,41-50
756,296,11,3,41-50
574,119,9,3,1-10
478,164,9,3,21-30
478,164,9,3,1-10
478,164,9,3,1-10
293,81,10,3,41-50
182,95,10,3,31-40
674,164,18,3,11-20
115,68,12,3,1-10
453,106,10,3,31-40
155,78,10,4,21-30
676,193,10,3,1-10
394,131,11,3,1-10
477,232,12,4,1-10
333,91,10,3,41-50
310,75,18,3,11-20
366,97,12,3,41-50
354,109,10,4,1-10
508,141,11,3,21-30
130,58,9,4,11-20
300,73,9,3,31-40
482,140,10,3,1-10
230,102,9,3,31-40
467,231,33,4,11-20
263,89,10,3,21-30
234,151,10,3,11-20
219,90,10,3,21-30
356,146,25,3,31-40
406,138,9,3,1-10
609,144,11,4,41-50
541,143,11,4,1-10
252,78,10,4,31-40
396,104,14,4,21-30
312,127,10,3,11-20
369,109,10,3,11-20
301,90,11,3,21-30
336,97,12,3,21-30
343,126,9,3,1-10
333,92,8,3,1-10
517,96,10,3,11-20
250,109,11,4,1-10
274,115,12,3,1-10
436,87,12,3,1-10
503,97,10,3,41-50
390,140,11,4,1-10
300,110,10,3,21-30
192,83,9,3,31-40
388,110,12,3,21-30
364,105,11,3,31-40
397,185,11,3,31-40
311,83,10,3,21-30
466,212,11,3,21-30
292,135,10,3,11-20
356,100,11,3,21-30
205,79,10,3,21-30
181,120,11,4,1-10
242,125,11,3,1-10
316,85,11,4,1-10
637,174,10,3,31-40
340,141,13,4,21-30
451,105,9,3,1-10
227,75,12,3,31-40
523,126,11,3,31-40
197,80,8,3,11-20
357,105,11,3,41-50
18,18,14,5,11-20
299,144,12,3,31-40
613,166,11,3,21-30
431,143,11,3,1-10
388,132,11,3,11-20
212,64,10,4,11-20
178,98,9,3,31-40
305,171,10,3,41-50
664,242,14,3,1-10
161,61,9,4,11-20
473,104,11,3,1-10
278,112,12,4,11-20
224,30,8,3,41-50
188,97,10,3,31-40
241,78,10,3,21-30
567,254,12,4,11-20
384,60,10,3,1-10
289,62,10,3,21-30
998,318,15,4,21-30
998,318,15,4,11-20
332,113,12,3,11-20
422,156,10,3,1-10
109,83,23,4,1-10
653,248,12,3,11-20
390,159,10,3,1-10
500,87,11,4,1-10
465,121,11,4,41-50
220,112,12,3,11-20
87,31,8,3,21-30
251,129,10,3,1-10
106,44,9,4,41-50
179,101,9,3,11-20
245,138,14,4,21-30
269,98,10,4,11-20
451,92,10,3,1-10
711,332,17,3,21-30
382,152,10,3,1-10
239,127,10,4,21-30
191,64,10,3,41-50
393,178,12,3,11-20
280,84,10,4,1-10
123,78,12,4,31-40
361,127,10,3,11-20
209,79,11,4,21-30
292,93,9,3,1-10
678,170,11,3,1-10
395,108,11,3,11-20
144,67,12,4,11-20
411,142,11,3,21-30
238,101,10,4,41-50
290,101,11,3,31-40
177,95,10,3,21-30
382,121,12,4,1-10
261,111,48,5,1-10
400,115,12,4,1-10
756,332,11,3,11-20
412,82,7,3,1-10
234,105,9,3,21-30
264,74,18,3,11-20
499,112,12,3,1-10
212,82,9,3,31-40
327,120,9,3,1-10
451,85,10,3,1-10
142,95,12,4,21-30
313,91,11,4,1-10
366,100,9,3,21-30
366,100,9,3,21-30
304,94,13,4,1-10
212,62,9,3,21-30
249,110,10,3,1-10
261,113,10,4,1-10
304,104,10,3,11-20
299,112,18,4,11-20
255,93,11,4,21-30
408,145,18,4,41-50
238,74,12,4,31-40
173,71,9,4,31-40
319,99,10,4,11-20
153,68,10,3,41-50
215,94,16,4,11-20
186,74,8,4,1-10
164,84,10,4,1-10
359,173,10,3,41-50
443,94,13,3,1-10
498,257,10,3,1-10
498,257,10,3,1-10
915,339,12,3,11-20
255,101,9,4,21-30
292,125,11,3,11-20
338,65,11,4,11-20
311,156,12,4,1-10
576,253,12,4,21-30
576,253,12,4,11-20
185,46,10,3,41-50
195,93,11,4,21-30
386,126,11,4,21-30
18,18,14,5,1-10
694,188,12,3,21-30
739,213,11,3,1-10
627,240,19,3,21-30
224,91,15,4,21-30
992,330,16,4,11-20
992,330,16,4,11-20
177,83,11,3,21-30
474,96,8,3,1-10
846,408,13,4,11-20
254,99,10,4,31-40
533,59,10,3,1-10
55,41,12,4,21-30
306,98,11,4,11-20
464,113,10,3,41-50
110,29,10,3,11-20
262,93,8,3,1-10
346,91,11,4,21-30
302,124,13,3,11-20
215,44,8,3,1-10
260,65,10,3,31-40
263,95,10,3,21-30
151,57,9,3,21-30
241,76,10,3,1-10
233,76,10,3,21-30
147,59,8,3,1-10
380,95,10,3,11-20
231,103,10,4,21-30
228,99,12,3,1-10
502,100,11,3,1-10
230,65,10,3,41-50
163,89,11,4,41-50
327,95,10,4,21-30
333,121,14,3,11-20
180,99,10,4,31-40
448,150,14,3,1-10
172,89,10,4,21-30
350,78,8,3,1-10
278,78,10,3,11-20
309,124,10,4,31-40
297,73,12,3,11-20
449,227,13,4,1-10
1122,322,11,4,41-50
588,104,9,4,1-10
38,14,6,3,1-10
290,116,29,3,1-10
466,188,9,3,31-40
466,188,9,3,31-40
287,87,7,3,31-40
286,93,10,3,1-10
293,103,10,3,1-10
667,150,10,3,31-40
298,139,11,4,31-40
249,122,13,4,41-50
343,129,13,4,1-10
322,47,9,3,21-30
390,121,11,4,11-20
358,138,10,3,11-20
303,162,13,3,1-10
772,176,10,3,11-20
309,98,13,3,41-50
738,258,12,4,1-10
823,200,16,4,1-10
277,124,11,3,21-30
305,96,10,3,31-40
18,18,14,5,1-10
458,158,14,3,21-30
252,62,11,4,1-10
353,99,10,3,1-10
266,109,13,3,31-40
235,95,11,4,31-40
342,114,12,4,31-40
210,75,10,3,1-10
675,234,11,3,41-50
588,201,11,3,1-10
520,193,21,3,1-10
175,83,9,3,31-40
958,341,11,3,1-10
292,99,9,3,21-30
564,119,11,3,1-10
549,165,11,3,41-50
303,86,10,3,31-40
536,115,9,3,1-10
247,105,12,3,21-30
630,180,19,4,11-20
679,147,10,3,31-40
261,126,10,4,21-30
319,115,11,4,31-40
342,98,9,3,31-40
314,166,12,3,31-40
223,115,12,3,11-20
409,83,10,3,1-10
259,70,12,3,21-30
230,85,10,4,21-30
369,125,10,4,21-30
202,94,16,3,21-30
308,102,9,3,21-30
151,58,8,3,11-20
267,90,10,3,21-30
410,97,11,3,1-10
178,77,11,3,21-30
327,99,8,3,1-10
267,88,16,3,21-30
174,72,10,3,41-50
425,93,11,3,31-40
172,70,8,3,1-10
202,100,10,4,41-50
511,170,13,3,11-20
703,178,13,4,11-20
237,140,11,4,1-10
519,220,11,4,31-40
624,148,13,3,1-10
246,89,10,3,1-10
344,146,9,3,31-40
501,141,8,3,21-30
181,97,13,3,41-50
344,144,10,4,31-40
503,185,10,3,21-30
600,310,21,4,21-30
579,287,13,4,21-30
212,86,13,4,1-10
314,140,12,3,21-30
276,120,9,3,31-40
557,127,11,3,1-10
698,195,11,3,1-10
146,77,10,3,1-10
457,96,9,3,21-30
261,83,10,3,21-30
257,110,10,3,11-20
476,108,12,4,1-10
504,111,11,4,1-10
476,108,12,4,31-40
644,119,9,4,1-10
330,111,21,3,1-10
137,65,9,3,31-40
660,319,17,3,31-40
345,111,8,3,11-20
879,300,14,3,31-40
429,127,8,3,41-50
203,107,10,3,21-30
691,193,10,3,1-10
132,72,9,3,41-50
400,140,14,3,1-10
200,79,9,4,1-10
252,75,15,4,21-30
163,97,13,3,11-20
152,47,8,3,41-50
124,67,14,4,31-40
4,4,14,6,31-40
425,171,11,3,1-10
359,111,10,3,1-10
363,107,9,3,21-30
468,120,10,3,1-10
198,67,11,3,31-40
264,109,12,4,1-10
231,89,14,3,21-30
303,102,10,3,21-30
220,90,10,3,41-50
489,158,11,3,41-50
350,102,9,3,31-40
206,111,9,3,1-10
923,407,49,4,41-50
265,138,9,3,41-50
281,92,9,3,1-10
362,207,10,3,1-10
715,293,12,3,41-50
220,66,12,3,21-30
269,64,10,4,21-30
184,82,9,3,1-10
260,108,13,4,1-10
267,88,13,4,21-30
153,79,9,3,41-50
522,145,10,3,31-40
218,79,9,3,1-10
232,64,9,3,1-10
18,18,14,5,41-50
205,88,7,3,31-40
445,125,11,4,41-50
316,124,10,3,41-50
151,54,10,4,31-40
325,104,9,4,1-10
264,84,10,4,1-10
208,104,13,3,21-30
353,117,10,3,1-10
111,48,10,4,41-50
290,92,12,3,11-20
198,98,9,3,11-20
254,60,9,3,21-30
130,63,10,4,11-20
819,152,14,3,1-10
294,106,11,3,41-50
372,78,12,4,1-10
170,84,8,3,11-20
322,104,10,3,11-20
382,115,8,3,1-10
352,103,11,3,1-10
530,117,10,3,11-20
511,110,15,4,21-30
209,68,10,4,1-10
654,209,10,3,31-40
266,83,9,3,1-10
192,87,11,3,21-30
432,134,11,3,21-30
341,94,9,3,11-20
274,85,8,3,1-10
585,130,10,3,1-10
510,155,10,3,1-10
157,67,10,3,31-40
936,324,13,4,21-30
409,126,8,3,21-30
247,71,12,4,1-10
